,links
96,https://www.dr.dk/nyheder/udland/video-raser-gennem-skyerne-med-jetmotorer-paa-ryggen
97,https://www.dr.dk/Nyheder/Artikler/2012/06/26/135918.htm?focusId=3511743
98,https://www.dr.dk/nyheder/regionale/midtvest/kampagne-skaffer-flere-bloede-brandmaend
99,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3776815
140,https://www.dr.dk/nyheder/penge/di-advarer-regeringen
141,https://www.dr.dk/nyheder/indland/udliciteringssag-skaber-splid-i-roed-blok
142,https://www.dr.dk/nyheder/udland/ekspert-graesk-komet-parti-har-klare-fascistoide-tendenser
143,https://www.dr.dk/nyheder/udland/40-draebt-af-bombe-i-damaskus
144,https://www.dr.dk/nyheder/udland/time-magazine-provokerer-usa-3-aarig-ammes-af-mor
145,https://www.dr.dk/Nyheder/Billedserier/2012/05/15200415.htm?focusId=3546374
146,https://www.dr.dk/nyheder/politik/analyse-forsigtig-thorning-i-dans-om-varm-groed
147,https://www.dr.dk/Nyheder/Billedserier/2012/05/16141015.htm?focusId=3083592
148,https://www.dr.dk/Nyheder/Artikler/2012/06/26/083230.htm?focusId=4095585
149,https://www.dr.dk/nyheder/baggrund/2012/05/18074234.htm?focusId=4126539
200,https://www.dr.dk/nyheder/billedserier/2012/05/05103015.htm?focusId=4169751
201,https://www.dr.dk/nyheder/regionale/midtvest/hanstholm-satser-paa-flere-boelgeturister
202,https://www.dr.dk/nyheder/regionale/nordjylland/sas-tilbyder-flere-aalborg-afgange
203,https://www.dr.dk/nyheder/din-mening-vil-du-koebe-en-facebook-aktie
204,https://www.dr.dk/nyheder/indland/penkowa-taber-sag-mod-journalist-skal-betale-65000
205,https://www.dr.dk/Nyheder/Baggrund/2012/05/26221555.htm?focusId=3083646
206,https://www.dr.dk/Nyheder/Artikler/2012/06/26/083230.htm?focusId=4169555
207,https://www.dr.dk/nyheder/penge/haarde-konfrontationer-i-skattekommissionen-departementschef-afviser-ansvar-i
208,https://www.dr.dk/Nyheder/Billedserier/2012/05/29165153.htm?focusId=3592905
209,https://www.dr.dk/nyheder/udland/medvedev-er-taget-i-ed-som-regeringschef
270,https://www.dr.dk/nyheder/penge/ekspert-usikkert-koebe-facebook-aktier-nu
271,https://www.dr.dk/nyheder/billedserier/2012/05/21123414.htm?focusId=3992017
272,https://www.dr.dk/nyheder/overblik-cimbers-vej-mod-jorden
273,https://www.dr.dk/nyheder/regionale/trekanten/sun-air-overtager-ruter-fra-billund
274,https://www.dr.dk/nyheder/regionale/fyn/skamby-friskole-paa-anparter
275,https://www.dr.dk/nyheder/politik/dokumentation-rejseregler-stod-klart-paa-gggi-bestyrelsens-dagsorden
276,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/champions-league-penge-skal-styrke-truppen
277,https://www.dr.dk/nyheder/baggrund/2012/05/18074234.htm?focusId=4101553
278,https://www.dr.dk/nyheder/indland/iranere-skal-ud-af-stefanskirken-tirsdag
279,https://www.dr.dk/Nyheder/Baggrund/2012/05/01164039.htm?focusId=4174610
350,https://www.dr.dk/nyheder/regionale/fyn/de-store-godser-klarer-frisag
351,https://www.dr.dk/nyheder/baggrund/2012/05/18074234.htm?focusId=3191487
352,https://www.dr.dk/nyheder/billedserier/2012/05/20172956.htm?focusId=3789501
353,https://www.dr.dk/nyheder/regionale/fyn/sdu-undersoeger-effekten-af-boerns-vaegttab
354,https://www.dr.dk/nyheder/regionale/bornholm/horesta-lukning-af-turistkontorer-kvaeler
355,https://www.dr.dk/nyheder/billedserier/2012/05/21123414.htm?focusId=4216747
356,https://www.dr.dk/nyheder/billedserie-se-alle-kjolerne
357,https://www.dr.dk/nyheder/billedserier/2012/05/11092647.htm?focusId=4126539
358,https://www.dr.dk/nyheder/billedserier/2012/05/30163559.htm?focusId=3556452
359,https://www.dr.dk/nyheder/politik/psykisk-arbejdsmiljoe-paa-bordet-til-trepart
440,https://www.dr.dk/nyheder/regionale/midtvest/det-modvirker-isolation-hjaelpe-andre
441,https://www.dr.dk/Nyheder/Billedserier/2012/05/15200415.htm?focusId=3546851
442,https://www.dr.dk/nyheder/video-fortsat-uro-i-syrien
443,https://www.dr.dk/Nyheder/Billedserier/2012/05/17165607.htm?focusId=3546670
444,https://www.dr.dk/nyheder/politik/eks-rocker-laegger-hemmeligholdt-rapport-paa-bordet-hos-politikere
445,https://www.dr.dk/nyheder/billedserier/2012/05/05103015.htm?focusId=3988145
446,https://www.dr.dk/nyheder/regionale/oestjylland/bedemand-internet-begravelser-er-discount
447,https://www.dr.dk/Nyheder/Baggrund/2012/05/01164039.htm?focusId=3587985
448,https://www.dr.dk/nyheder/regionale/fyn/svendborg-rabbits-tabte
449,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3504052
540,https://www.dr.dk/nyheder/politik/firmaer-risikerer-kvinde-boeder-paa-10000-kr
541,https://www.dr.dk/nyheder/penge/nationalbanken-saenker-renten-til-ny-rekord
542,https://www.dr.dk/nyheder/regionale/nordjylland/karolinelund-genaabner-som-bypark
543,https://www.dr.dk/nyheder/politik/s-flere-job-foer-laengere-arbejdstid
544,https://www.dr.dk/nyheder/billedserier/2012/05/20172956.htm?focusId=3406867
545,https://www.dr.dk/nyheder/penge/din-mening-hvordan-sparer-du-penge-paa-dagligvarer
546,https://www.dr.dk/nyheder/regionale/fyn/aeldre-glade-telemedicin
547,https://www.dr.dk/nyheder/billedserier/2012/05/21192426.htm?focusId=4101942
548,https://www.dr.dk/nyheder/billedserie-laes-praestens-tale
549,https://www.dr.dk/Nyheder/Baggrund/2012/05/01164039.htm?focusId=3988143
650,https://www.dr.dk/nyheder/billedserier/2012/05/05103015.htm
651,https://www.dr.dk/Nyheder/Billedserier/2012/05/17165607.htm?focusId=3063105
652,https://www.dr.dk/nyheder/indland/mistaenkt-og-offer-i-slaaskamp-sjov
653,https://www.dr.dk/nyheder/regionale/bornholm/landboforening-byg-ejendomme-om-til-turisme
654,https://www.dr.dk/nyheder/regionale/fyn/effektivitet-har-ogsaa-negative-sider
655,https://www.dr.dk/nyheder/din-mening-skal-politikere-blande-sig-i-din-fritid
656,https://www.dr.dk/nyheder/kultur/billedserie-jagten-paa-den-roede-loeber
657,https://www.dr.dk/Nyheder/Temaer/2012/EU/2012/05/03/103040.htm?focusId=3554449
658,https://www.dr.dk/nyheder/indland/graesk-venstreparti-drop-nedskaeringer
659,https://www.dr.dk/nyheder/regionale/sjaelland/faxe-tabte-kampen-om-hospice
770,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/din-mad-har-vaeret-skjult-i-klamme-kaeldre
771,https://www.dr.dk/nyheder/nyt-forskningsprojekt-skal-vise-paalideligheden-af-lyntest?focusId=3141153
772,https://www.dr.dk/nyheder/flemmings-laege-var-ogsaa-hyret-af-forsikringen-minister-vil-se-paa-dobbeltroller?focusId=4183099
773,https://www.dr.dk/nyheder/politik/sf-faerre-skal-betale-topskat
774,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/politik/sf-faerre-skal-betale-topskat&sa=X&ved=2ahUKEwjS6sPV7cb5AhXP1qQKHe5uD004bhAfegQIBBAJ
775,https://www.dr.dk/nyheder/billedserie-sol-dans-og-karneval
776,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/samkoersel-skal-styrke-skolevejen
777,https://www.dr.dk/nyheder/politik/tidslinje-gggi-sagen-vaeltede-minister-og-giver-stadig-loekke-problemer
778,https://www.dr.dk/nyheder/regionale/nordjylland/sifa-skal-have-ny-formand
779,https://www.dr.dk/nyheder/regionale/fyn/pirater-truer-gidsler-paa-livet
780,https://www.dr.dk/nyheder/testartikel-til-lyd-og-video?focusId=4183096
902,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/foa-og-aeldresagen-omsorgsborgmester-bryder-valgloefte
903,https://www.dr.dk/nyheder/regionale/sjaelland/xpres-med-draebersaeler-og-oproer-i-praestoe
904,https://www.dr.dk/nyheder/regionale/oestjylland/daarlige-karakterer-paa-skanderborg-gymnasium
905,https://www.dr.dk/nyheder/billedserier/2012/05/30163559.htm?focusId=4101459
906,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3517959
907,https://www.dr.dk/nyheder/regionale/bornholm/brk-skal-udtale-sig-om-tornbygaard-vindmoeller
908,https://www.dr.dk/nyheder/regionale/midtvest/staten-vil-lave-seks-nye-vaadomraader-i-landsdelen
909,https://www.dr.dk/nyheder/politik/avis-enighed-om-droppe-helligdage
910,https://www.dr.dk/nyheder/regionale/bornholm/dgi-bornholm-er-glad-udviklingsplan
911,https://www.dr.dk/nyheder/2015/05/05145039.htm?focusId=3573062
1043,https://www.dr.dk/nyheder/regionale/sjaelland/oplev-klokkefroeerne-paa-roesnaes-netop-nu
1044,https://www.dr.dk/Nyheder/Baggrund/2012/05/26221555.htm?focusId=3401232
1045,https://www.dr.dk/nyheder/regionale/frokostdans-og-forfaengelighed
1046,https://www.dr.dk/nyheder/temaer/2012/dronning/2012/01/15/15200219.htm?focusId=4286180
1047,https://www.dr.dk/nyheder/billedserie-heftige-oversvoemmelser-i-indien
1048,https://www.dr.dk/nyheder/regionale/nordjylland/yngre-mand-voldtog-52-aarig
1049,https://www.dr.dk/Nyheder/Temaer/2012/Dronning/2012/01/10/164123.htm?focusId=3544063
1050,https://www.dr.dk/nyheder/penge/se-hvad-europaeerne-skal-betale-stroem
1051,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/penge/se-hvad-europaeerne-skal-betale-stroem&sa=X&ved=2ahUKEwiZ_8be7cb5AhWLyKQKHTSmDjY4ggEQH3oECBIQCQ
1052,https://www.dr.dk/Nyheder/Billedserier/2012/05/27161421.htm?focusId=4169751
1053,https://www.dr.dk/nyheder/indland/syge-overhoerer-gode-raad-fra-akuttelefon
1196,https://www.dr.dk/Nyheder/Baggrund/2012/05/30185725.htm?focusId=4216747
1197,https://www.dr.dk/nyheder/regionale/trekanten/blokade-i-arbejdsretten-igen
1198,https://www.dr.dk/nyheder/penge/400-mio-er-paa-facebook-seks-dage-om-ugen
1199,https://www.dr.dk/nyheder/penge/cimber-konkurs-lammer-danske-flyruter
1200,https://www.dr.dk/nyheder/flemmings-laege-var-hyret-af-forsikringen-minister-vil-se-paa-dobbeltroller?focusId=3923467
1201,https://www.dr.dk/nyheder/din-mening-fik-jesper-det-rigtige-raad-af-mit-publikum
1202,https://www.dr.dk/nyheder/billedserie-rodovre-bliver-trendy
1203,https://www.dr.dk/nyheder/flemmings-laege-var-ogsaa-hyret-af-forsikringen-minister-vil-se-paa-dobbeltroller?focusId=4275947
1204,https://www.dr.dk/Nyheder/Baggrund/2012/05/30185725.htm?focusId=3376923
1205,https://www.dr.dk/Nyheder/Billedserier/2012/05/06160407.htm?focusId=4216747
1358,https://www.dr.dk/nyheder/tema/test_tema_cpx/galleri/20130515130833_2_4.htm
1359,https://www.dr.dk/nyheder/2015/05/05141257.htm?focusId=3833262
1360,https://www.dr.dk/Nyheder/Temaer/2011/ti_aar_efter_1109/Artikler/2011/08/31133520.htm?focusId=3120466
1361,https://www.dr.dk/nyheder/indland/al-khawaja-om-faengsling-en-forbrydelse
1362,https://www.dr.dk/nyheder/regionale/midtvest/92000-midtjyder-tisser-i-bukserne
1363,https://www.dr.dk/nyheder/politik/foeringen-er-sat-over-styr-i-ny-maaling-blaa-blok-har-indhentet-roed-blok
1364,https://www.dr.dk/nyheder/din-mening-er-du-bange-der-udbryder-cyberkrig-i-danmark
1365,https://www.dr.dk/nyheder/penge/kontant/2014/01/21103837.htm?focusId=4286180
1366,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3257928
1367,https://www.dr.dk/nyheder/mette-bock-indstilles-som-kandidat-til-eu-parlamentet?focusId=4169502
1530,https://www.dr.dk/Nyheder/Billedserier/2012/05/31105323.htm?focusId=3520234
1531,https://www.dr.dk/nyheder/artikler/2014/03/02/163347.htm?focusId=4218285
1532,https://www.dr.dk/nyheder/flemmings-laege-var-hyret-af-forsikringen-minister-vil-se-paa-dobbeltroller?focusId=4218331
1533,https://www.dr.dk/nyheder/rebellen-fra-langeland-fyret-som-daglig-leder-vil-stadig-hjaelpe-de-svageste-borgere?focusId=4174872
1534,https://www.dr.dk/nyheder/indland/brixtofte-jeg-er-saa-glad
1535,https://www.dr.dk/Nyheder/Temaer/2012/EU/2012/05/03/103040.htm?focusId=4187298
1536,https://www.dr.dk/Nyheder/Temaer/2012/EU/2012/01/17/145732.htm?focusId=3463480
1537,https://www.dr.dk/nyheder/indland/mange-boern-har-sklerose-uden-vide-det
1538,https://www.dr.dk/nyheder/baggrund/2012/02/163053.htm?focusId=3923205
1539,https://www.dr.dk/nyheder/brand-i-farligt-affald-i-virksomhed-i-nyborg?focusId=4275947
1712,https://www.dr.dk/nyheder/live-rigsretten-dag-27-nogle-af-dem-der-var-helt-taet-paa-adskillelsen-af-parrene-skal?focusId=4167937
1713,https://www.dr.dk/Nyheder/Billedserier/2012/05/27161421.htm?focusId=4169785
1714,https://www.dr.dk/nyheder/indland/22-milliarder-gauguin-maleri-er-nu-verdens-dyreste
1715,https://www.dr.dk/nyheder/indland/saadan-tackler-du-dit-barns-onani
1716,https://www.dr.dk/nyheder/indland/lig-af-forsvundet-fundet-efter-tre-uger-i-limfjorden
1717,https://www.dr.dk/Nyheder/Artikler/2012/06/26/072722.htm?focusId=3767244
1718,https://www.dr.dk/nyheder/service/2007/04/24082944.htm?focusId=4275947
1719,https://www.dr.dk/nyheder/800-kvinder-i-online-byttekatalog-25-aarig-mand-sigtet?focusId=4167650
1720,https://www.dr.dk/nyheder/politik/ny-maaling-giver-tiltraengt-fremgang-til-venstre-men-ellemann-er-stadig-langt-fra
1721,https://www.dr.dk/nyheder/baggrund/2012/02/03122854.htm?focusId=3774480
1904,https://www.dr.dk/Nyheder/Baggrund/2012/01/10071308.htm?focusId=3141139
1905,https://www.dr.dk/nyheder/live-dag-23-i-retssagen-mod-breivik
1906,https://www.dr.dk/nyheder/tv2-direktoer-sender-jens-rohde-hjem
1907,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3541002
1908,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3923393
1909,https://www.dr.dk/Nyheder/Baggrund/2012/05/26221555.htm?focusId=3120458
1910,https://www.dr.dk/nyheder/indland/homoforening-er-chokeret-over-praest
1911,https://www.dr.dk/nyheder/billedserie-fra-ung-prinsesse-til-60-aars-jubilar
1912,https://www.dr.dk/nyheder/indland/flere-aeldre-bliver-indlagt-paa-sygehuset
1913,https://www.dr.dk/Nyheder/Billedserier/2010/06/28142214.htm?focusId=4275947
2106,https://www.dr.dk/Nyheder/Artikler/2012/06/26/083230.htm?focusId=3395390
2107,https://www.dr.dk/Nyheder/Baggrund/2012/05/18073659.htm?focusId=4216747
2108,https://www.dr.dk/Nyheder/Baggrund/2012/05/30185725.htm?focusId=3455225
2109,https://www.dr.dk/Nyheder/Baggrund/2012/05/26221555.htm?focusId=3847515
2110,https://www.dr.dk/Nyheder/Billedserier/2012/05/20164733.htm?focusId=3531189
2111,https://www.dr.dk/Nyheder/Billedserier/2012/05/27161421.htm?focusId=3573602
2112,https://www.dr.dk/Nyheder/Artikler/2012/12/20/082046.htm?focusId=3305158
2113,https://www.dr.dk/Nyheder/Baggrund/2012/05/21083157.htm?focusId=3053042
2114,https://www.dr.dk/nyheder/politik/analyse-presset-ligger-ogsa-pa-venstre
2115,https://www.dr.dk/Nyheder/Temaer/2009/KV09/2009/11/19/163802.htm
2318,https://www.dr.dk/Nyheder/Baggrund/2012/05/18073659.htm?focusId=4075005
2319,https://www.dr.dk/nyheder/billedserier/2012/05/11092647.htm?focusId=3569659
2320,https://www.dr.dk/Nyheder/Baggrund/2012/05/26221555.htm?focusId=3553220
2321,https://www.dr.dk/nyheder/baggrund/2012/05/18074234.htm?focusId=3511365
2322,https://www.dr.dk/nyheder/politik/saa-er-der-sat-navne-paa-df-ledelse-messerschmidt-faar-ikke-alle-sine-oensker
2323,https://www.dr.dk/nyheder/billedserier/2013/10/28181011.htm?focusId=3517962
2324,https://www.dr.dk/nyheder/billedserier/2012/05/05103015.htm?focusId=4189606
2325,https://www.dr.dk/nyheder/penge/lavere-skat-faar-ikke-chefer-til-arbejde-mere
2326,https://www.dr.dk/nyheder/billedserier/2012/02/26111716.htm?focusId=3539779
2327,https://www.dr.dk/nyheder/billedserier/2012/10/12205219.htm?focusId=3546449
