,links
25,https://www.dr.dk/nyheder/seneste/nye-indrejserestriktioner-skaber-travlhed-i-graenselandet
26,https://www.dr.dk/nyheder/seneste/angreb-i-usa-burde-vaere-opdaget-efter-aabenlys-planlaegning-siger-ekspert
27,https://www.dr.dk/nyheder/artikler/2014/03/02/163347.htm?focusId=4218285
28,https://www.dr.dk/nyheder/seneste/videokonsultationer-med-laegen-er-maaske-kommet-blive
29,https://www.dr.dk/nyheder/seneste/effektiv-dansk-vaccination-vaekker-opsigt-i-udlandet
30,https://www.dr.dk/nyheder/seneste/nedlukning-og-restriktioner-har-aendret-danskernes-indkoebsvaner
31,https://www.dr.dk/nyheder/politik/minut-minut-mette-frederiksen-holdt-nytaarstale-efter-turbulent-coronaaar
32,https://www.dr.dk/Nyheder/Temaer/2009/KV09/2009/11/10/120403.htm?focusId=3470533
33,https://www.dr.dk/nyheder/billedserie-guldbjoernen-gaar-til-rumaensk-film
56,https://www.dr.dk/nyheder/penge/nye-loen-og-arbejdsvilkaar-paa-plads-142000-ansatte-i-regionerne
57,https://www.dr.dk/nyheder/seneste/tyske-laeger-og-sygeplejersker-skal-hjaelpe-portugal-under-stort-coronapres
58,https://www.dr.dk/nyheder/penge/faar-sygeplejerskerne-en-tungere-loenpose-forhandlinger-i-sidste-fase
59,https://www.dr.dk/nyheder/seneste/ssi-maaske-tid-til-forsoeg-med-genaabning
60,https://www.dr.dk/nyheder/penge/sygeplejersker-og-laerere-maa-tage-konfliktlaan-de-sparer-vores-loen-og-draener-vores
61,https://www.dr.dk/nyheder/indland/faa-fastansatte-sygeplejersker-hospitaler-oensker-aflyse-op-mod-halvdelen-af-lockout
62,https://www.dr.dk/nyheder/seneste/februar-tegner-til-blive-rigtig-kold-med-nattemperaturer-ned-til-15-graders-frost
63,https://www.dr.dk/nyheder/regionale/nordjylland/skuffede-sygeplejersker-en-loesning-alle-er-blevet-til-en-loesning
64,https://www.dr.dk/nyheder/indland/overenskomstaftale-142000-regionalt-ansatte-er-blevet-praesenteret
65,/search?source=univ&tbm=isch&q=%22feb.+2021%22+AND+%22sygeplejersker*%22+site:https://www.dr.dk/nyheder/&fir=krnX8gxXqnviZM%252CwmAY61AfsJo7DM%252C_%253BjaRDWaSrlC7_eM%252CH_0h6Q-6auNaTM%252C_%253BqUrsSvGsEu2nQM%252CfP7Q1LqUYb12AM%252C_%253BXQ_2VnR-jv5Q2M%252CvAYnWTjyhHUm2M%252C_%253ByGBB_l0CfFqpxM%252C7bKKbdlhZMTbeM%252C_%253BFsRCUAp8Jwx45M%252C3mZG3mk_9wYHgM%252C_%253BXEXWh2BcYG6L8M%252CH2-AOQ8K0pNDzM%252C_%253BeCgbI4FyQUWiPM%252C7bKKbdlhZMTbeM%252C_%253BRar9JRWZYILMlM%252C6eyyGxtJm9HabM%252C_%253BgAP2H26cIJ05HM%252CPWt38ftJCwu72M%252C_&usg=AI4_-kRinWV0A8ByBCwuHvEFD4cGmrXBsQ&sa=X&ved=2ahUKEwix5t6Incf5AhUmX_EDHWGUCBUQjJkEegQIGhAC
66,/search?source=univ&tbm=isch&q=%22feb.+2021%22+AND+%22sygeplejersker*%22+site:https://www.dr.dk/nyheder/&fir=krnX8gxXqnviZM%252CwmAY61AfsJo7DM%252C_%253BjaRDWaSrlC7_eM%252CH_0h6Q-6auNaTM%252C_%253BqUrsSvGsEu2nQM%252CfP7Q1LqUYb12AM%252C_%253BXQ_2VnR-jv5Q2M%252CvAYnWTjyhHUm2M%252C_%253ByGBB_l0CfFqpxM%252C7bKKbdlhZMTbeM%252C_%253BFsRCUAp8Jwx45M%252C3mZG3mk_9wYHgM%252C_%253BXEXWh2BcYG6L8M%252CH2-AOQ8K0pNDzM%252C_%253BeCgbI4FyQUWiPM%252C7bKKbdlhZMTbeM%252C_%253BRar9JRWZYILMlM%252C6eyyGxtJm9HabM%252C_%253BgAP2H26cIJ05HM%252CPWt38ftJCwu72M%252C_&usg=AI4_-kRinWV0A8ByBCwuHvEFD4cGmrXBsQ&sa=X&ved=2ahUKEwix5t6Incf5AhUmX_EDHWGUCBUQ420oAHoECBoQBg
67,/search?source=univ&tbm=isch&q=%22feb.+2021%22+AND+%22sygeplejersker*%22+site:https://www.dr.dk/nyheder/&fir=krnX8gxXqnviZM%252CwmAY61AfsJo7DM%252C_%253BjaRDWaSrlC7_eM%252CH_0h6Q-6auNaTM%252C_%253BqUrsSvGsEu2nQM%252CfP7Q1LqUYb12AM%252C_%253BXQ_2VnR-jv5Q2M%252CvAYnWTjyhHUm2M%252C_%253ByGBB_l0CfFqpxM%252C7bKKbdlhZMTbeM%252C_%253BFsRCUAp8Jwx45M%252C3mZG3mk_9wYHgM%252C_%253BXEXWh2BcYG6L8M%252CH2-AOQ8K0pNDzM%252C_%253BeCgbI4FyQUWiPM%252C7bKKbdlhZMTbeM%252C_%253BRar9JRWZYILMlM%252C6eyyGxtJm9HabM%252C_%253BgAP2H26cIJ05HM%252CPWt38ftJCwu72M%252C_&usg=AI4_-kRinWV0A8ByBCwuHvEFD4cGmrXBsQ&sa=X&ved=2ahUKEwix5t6Incf5AhUmX_EDHWGUCBUQ7Al6BAgaEA8
102,https://www.dr.dk/nyheder/penge/sang-og-faglig-opsang-paa-bus-med-sygeplejersker-har-du-ingen-kvaler-sophie
103,https://www.dr.dk/nyheder/penge/konflikt-paa-sygehuse-kraftigt-reduceret
104,https://www.dr.dk/nyheder/seneste/dmi-risiko-snestorm-paa-sjaelland-og-lolland-falster-i-morgen
105,https://www.dr.dk/nyheder/indland/faa-sygeplejersker-patient-fik-ikke-mad-i-fem-dage
106,https://www.dr.dk/nyheder/indland/over-500-patienter-sov-paa-gangene-sygehus-maatte-tvinges-til-skaffe-sygeplejersker
107,https://www.dr.dk/nyheder/penge/laerere-sygeplejersker-elektrikere-det-har-de-sagt-ja-til-i-ok18
108,https://www.dr.dk/nyheder/detektor/detektor-derfor-har-jordemoedre-mere-travlt-i-dag-selvom-de-er-mange-flere
110,https://www.dr.dk/nyheder/indland/faktatjek-ok18-hvor-meget-tjener-offentligt-ansatte#!/
111,https://www.dr.dk/nyheder/penge/de-garvede-og-nybegynderne-helt-unikt-faggrupper-staar-sammen
156,https://www.dr.dk/nyheder/penge/bombe-under-forhandlinger-sygeplejersker-stemmer-nej-til-ny-overenskomst
158,https://www.dr.dk/nyheder/penge/sygeplejerske-glad-overenskomst-bombe-nok-er-nok-0
159,https://www.dr.dk/nyheder/penge/sygeplejerske-bombe-konflikt-er-et-redskab-og-det-er-med-til-forhandlingerne
160,https://www.dr.dk/nyheder/seneste/tre-laeger-og-fem-sygeplejersker-sendes-til-slovakiet-hjaelpe-med-covid-19
161,https://www.dr.dk/nyheder/seneste/personer-indberettet-med-symptomer-efter-astazeneca-vaccination-den-ene-er-afgaaet?cid=soc_facebook_drnyheder_post_gztw2mvn
162,https://www.dr.dk/nyheder/kultur/tak-alt-det-som-i-goer-hypet-kunstner-hylder-sygeplejersker-som-vor-tids-superhelte
163,https://www.dr.dk/nyheder/seneste/laeger-uden-graenser-om-omstridt-syrien-lejr-folk-bliver-draebt-med-en-brutal
164,https://www.dr.dk/nyheder/kultur/tema/corona-og-kunst
165,/search?source=univ&tbm=isch&q=%22mar.+2021%22+AND+%22sygeplejersker*%22+site:https://www.dr.dk/nyheder/&fir=WNJ7bqdojKAJdM%252CVIVo7P3KdHu02M%252C_%253By7GseOkc2INXVM%252CIX9Owjki4ze0qM%252C_%253BbeAf6MiFaxvQlM%252C5Epcdazh8_LmLM%252C_%253BqIXUQc9ysIkCPM%252Cr3hpMqkZEMh-mM%252C_%253B03hK8x3boggnWM%252Clfh6awcYun5T9M%252C_%253BUiXgIpx7wZHu7M%252Cpw-BVLInI1C2LM%252C_%253BKkNz2EfLHNADgM%252Cr3hpMqkZEMh-mM%252C_%253BLTxCPGoSB-sD-M%252CbqDdfsKbfzYPcM%252C_%253BnLa2KvDPXmiFOM%252Cpw-BVLInI1C2LM%252C_%253BJ2_KItul2hTt_M%252CW8YXzxUyC5FTqM%252C_&usg=AI4_-kQ9bToB64E7DneoDtNFgdHEsZf1-Q&sa=X&ved=2ahUKEwjQr9yTncf5AhW6VfEDHTdQBnIQjJkEegQIHBAC
166,/search?source=univ&tbm=isch&q=%22mar.+2021%22+AND+%22sygeplejersker*%22+site:https://www.dr.dk/nyheder/&fir=WNJ7bqdojKAJdM%252CVIVo7P3KdHu02M%252C_%253By7GseOkc2INXVM%252CIX9Owjki4ze0qM%252C_%253BbeAf6MiFaxvQlM%252C5Epcdazh8_LmLM%252C_%253BqIXUQc9ysIkCPM%252Cr3hpMqkZEMh-mM%252C_%253B03hK8x3boggnWM%252Clfh6awcYun5T9M%252C_%253BUiXgIpx7wZHu7M%252Cpw-BVLInI1C2LM%252C_%253BKkNz2EfLHNADgM%252Cr3hpMqkZEMh-mM%252C_%253BLTxCPGoSB-sD-M%252CbqDdfsKbfzYPcM%252C_%253BnLa2KvDPXmiFOM%252Cpw-BVLInI1C2LM%252C_%253BJ2_KItul2hTt_M%252CW8YXzxUyC5FTqM%252C_&usg=AI4_-kQ9bToB64E7DneoDtNFgdHEsZf1-Q&sa=X&ved=2ahUKEwjQr9yTncf5AhW6VfEDHTdQBnIQ420oAHoECBwQBg
167,/search?source=univ&tbm=isch&q=%22mar.+2021%22+AND+%22sygeplejersker*%22+site:https://www.dr.dk/nyheder/&fir=WNJ7bqdojKAJdM%252CVIVo7P3KdHu02M%252C_%253By7GseOkc2INXVM%252CIX9Owjki4ze0qM%252C_%253BbeAf6MiFaxvQlM%252C5Epcdazh8_LmLM%252C_%253BqIXUQc9ysIkCPM%252Cr3hpMqkZEMh-mM%252C_%253B03hK8x3boggnWM%252Clfh6awcYun5T9M%252C_%253BUiXgIpx7wZHu7M%252Cpw-BVLInI1C2LM%252C_%253BKkNz2EfLHNADgM%252Cr3hpMqkZEMh-mM%252C_%253BLTxCPGoSB-sD-M%252CbqDdfsKbfzYPcM%252C_%253BnLa2KvDPXmiFOM%252Cpw-BVLInI1C2LM%252C_%253BJ2_KItul2hTt_M%252CW8YXzxUyC5FTqM%252C_&usg=AI4_-kQ9bToB64E7DneoDtNFgdHEsZf1-Q&sa=X&ved=2ahUKEwjQr9yTncf5AhW6VfEDHTdQBnIQ7Al6BAgcEA8
168,https://www.dr.dk/nyheder/tema/valg-i-groenland-2021
226,https://www.dr.dk/nyheder/kultur/vi-vil-ikke-finde-os-i-det-sorte-dansere-boykotter-nyt-hit-paa-tiktok-i-protest
227,https://www.dr.dk/nyheder/kultur/tema/den-store-premiere
228,https://www.dr.dk/nyheder/kultur/tema/alene-i-vildmarken-2021
229,https://www.dr.dk/nyheder/indland/tema/sugardating
231,https://www.dr.dk/nyheder/forsvaret-ophoerer-som-milliardkunde-hos-fynsk-koncern-tiltalt-ulovligt-salg-af
232,https://www.dr.dk/nyheder/seneste/40-aarig-mand-faar-fem-maaneders-faengsel-dele-intime-billeder-af-sin-kaereste
233,https://www.dr.dk/nyheder/seneste/japansk-milliardaer-inviterer-otte-mennesker-med-paa-maanetur
234,https://www.dr.dk/nyheder/seneste/dr-koryfae-hans-v-bischoff-er-doed-88-aar-gammel
235,https://www.dr.dk/nyheder/seneste/fyns-hoejeste-punkt-er-lavere-end-hidtil-antaget
